2020-04-21 15:04:956 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-22 18:04:878 INFO  RegisterPage :88 - Selecting Date of Birth Year 1986Birth Year Field [[ChromeDriver: chrome on WINDOWS (2b4e5a30cd0d7d96cebdef0304f76fe1)] -> name: DateOfBirthYear]
2020-04-22 18:04:206 INFO  RegisterPage :100 - Enter Company Name SlowRunner LTDCompany Name Field [[ChromeDriver: chrome on WINDOWS (2b4e5a30cd0d7d96cebdef0304f76fe1)] -> id: Company]
2020-04-22 18:04:324 INFO  RegisterPage :106 - Clicking on check box button for NewsLetter
2020-04-22 18:04:606 INFO  RegisterPage :112 - Enter Password 1234525On Password Field [[ChromeDriver: chrome on WINDOWS (2b4e5a30cd0d7d96cebdef0304f76fe1)] -> id: Password]
2020-04-22 18:04:845 INFO  RegisterPage :118 - Enter Confirm Password 1234525Confirm Password Field [[ChromeDriver: chrome on WINDOWS (2b4e5a30cd0d7d96cebdef0304f76fe1)] -> id: ConfirmPassword]
2020-04-22 18:04:194 INFO  RegisterPage :94 - Enter Email clickndrun4RMO@gmail.comEmail Field [[ChromeDriver: chrome on WINDOWS (2b4e5a30cd0d7d96cebdef0304f76fe1)] -> id: Email]
2020-04-22 18:04:976 INFO  RegisterPage :124 - Clicking On Registration Button Proxy element for: DefaultElementLocator 'By.id: register-button'
2020-04-22 18:04:54 INFO  RegisterPage :129 - Getting Registration Complete Message [[ChromeDriver: chrome on WINDOWS (2b4e5a30cd0d7d96cebdef0304f76fe1)] -> class name: result]
2020-04-22 18:04:599 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-22 18:04:359 INFO  HomePage :27 - Clicking on register button [[ChromeDriver: chrome on WINDOWS (8a34207537e575dc43212ec517c6d77b)] -> link text: Register]
2020-04-22 18:04:503 INFO  RegisterPage :58 - Clicking on Radio Button [[ChromeDriver: chrome on WINDOWS (8a34207537e575dc43212ec517c6d77b)] -> id: gender-male]
2020-04-22 18:04:785 INFO  RegisterPage :64 - Enter First Name DhannuFirst Name Field [[ChromeDriver: chrome on WINDOWS (8a34207537e575dc43212ec517c6d77b)] -> id: FirstName]
2020-04-22 18:04:968 INFO  RegisterPage :70 - Enter Last Name RunnerLast Name Field [[ChromeDriver: chrome on WINDOWS (8a34207537e575dc43212ec517c6d77b)] -> id: LastName]
2020-04-22 18:04:219 INFO  RegisterPage :76 - Selecting Date of Birth Day 8Date Field [[ChromeDriver: chrome on WINDOWS (8a34207537e575dc43212ec517c6d77b)] -> name: DateOfBirthDay]
2020-04-22 18:04:394 INFO  RegisterPage :82 - Selecting Date of Birth Month DecemberBirth Month Field [[ChromeDriver: chrome on WINDOWS (8a34207537e575dc43212ec517c6d77b)] -> name: DateOfBirthMonth]
2020-04-22 18:04:624 INFO  RegisterPage :88 - Selecting Date of Birth Year 1986Birth Year Field [[ChromeDriver: chrome on WINDOWS (8a34207537e575dc43212ec517c6d77b)] -> name: DateOfBirthYear]
2020-04-22 18:04:903 INFO  RegisterPage :100 - Enter Company Name SlowRunner LTDCompany Name Field [[ChromeDriver: chrome on WINDOWS (8a34207537e575dc43212ec517c6d77b)] -> id: Company]
2020-04-22 18:04:10 INFO  RegisterPage :106 - Clicking on check box button for NewsLetter
2020-04-22 18:04:220 INFO  RegisterPage :112 - Enter Password 1234525On Password Field [[ChromeDriver: chrome on WINDOWS (8a34207537e575dc43212ec517c6d77b)] -> id: Password]
2020-04-22 18:04:404 INFO  RegisterPage :118 - Enter Confirm Password 1234525Confirm Password Field [[ChromeDriver: chrome on WINDOWS (8a34207537e575dc43212ec517c6d77b)] -> id: ConfirmPassword]
2020-04-22 18:04:749 INFO  RegisterPage :94 - Enter Email clickndrunHQlp@gmail.comEmail Field [[ChromeDriver: chrome on WINDOWS (8a34207537e575dc43212ec517c6d77b)] -> id: Email]
2020-04-22 18:04:197 INFO  RegisterPage :124 - Clicking On Registration Button Proxy element for: DefaultElementLocator 'By.id: register-button'
2020-04-22 18:04:275 INFO  RegisterPage :129 - Getting Registration Complete Message [[ChromeDriver: chrome on WINDOWS (8a34207537e575dc43212ec517c6d77b)] -> class name: result]
